sample_id,split,x_start_date,x_end_date,target_date,y
0,train,2000-01,2001-12,2002-01,99.3
1,train,2000-02,2002-01,2002-02,99.2
2,train,2000-03,2002-02,2002-03,99.1
3,train,2000-04,2002-03,2002-04,98.8
4,train,2000-05,2002-04,2002-05,98.8
5,train,2000-06,2002-05,2002-06,99.0
6,train,2000-07,2002-06,2002-07,99.0
7,train,2000-08,2002-07,2002-08,99.1
8,train,2000-09,2002-08,2002-09,99.1
9,train,2000-10,2002-09,2002-10,99.1
10,train,2000-11,2002-10,2002-11,99.5
11,train,2000-12,2002-11,2002-12,99.8
12,train,2001-01,2002-12,2003-01,100.1
13,train,2001-02,2003-01,2003-02,100.3
14,train,2001-03,2003-02,2003-03,100.6
15,train,2001-04,2003-03,2003-04,100.6
16,train,2001-05,2003-04,2003-05,100.4
17,train,2001-06,2003-05,2003-06,100.4
18,train,2001-07,2003-06,2003-07,100.4
19,train,2001-08,2003-07,2003-08,100.9
20,train,2001-09,2003-08,2003-09,101.6
21,train,2001-10,2003-09,2003-10,102.0
22,train,2001-11,2003-10,2003-11,102.4
23,train,2001-12,2003-11,2003-12,102.7
24,train,2002-01,2003-12,2004-01,102.6
25,train,2002-02,2004-01,2004-02,102.8
26,train,2002-03,2004-02,2004-03,103.1
27,train,2002-04,2004-03,2004-04,103.8
28,train,2002-05,2004-04,2004-05,104.4
29,train,2002-06,2004-05,2004-06,104.7
30,train,2002-07,2004-06,2004-07,105.1
31,train,2002-08,2004-07,2004-08,105.0
32,train,2002-09,2004-08,2004-09,104.2
33,train,2002-10,2004-09,2004-10,103.8
34,train,2002-11,2004-10,2004-11,103.2
35,train,2002-12,2004-11,2004-12,102.7
36,train,2003-01,2004-12,2005-01,102.8
37,train,2003-02,2005-01,2005-02,102.7
38,train,2003-03,2005-02,2005-03,102.9
39,train,2003-04,2005-03,2005-04,102.2
40,train,2003-05,2005-04,2005-05,101.7
41,train,2003-06,2005-05,2005-06,101.6
42,train,2003-07,2005-06,2005-07,101.4
43,train,2003-08,2005-07,2005-08,101.1
44,train,2003-09,2005-08,2005-09,101.0
45,train,2003-10,2005-09,2005-10,101.0
46,train,2003-11,2005-10,2005-11,101.3
47,train,2003-12,2005-11,2005-12,101.4
48,train,2004-01,2005-12,2006-01,101.9
49,train,2004-02,2006-01,2006-02,100.9
50,train,2004-03,2006-02,2006-03,100.8
51,train,2004-04,2006-03,2006-04,101.2
52,train,2004-05,2006-04,2006-05,101.4
53,train,2004-06,2006-05,2006-06,101.5
54,train,2004-07,2006-06,2006-07,101.0
55,train,2004-08,2006-07,2006-08,101.3
56,train,2004-09,2006-08,2006-09,101.5
57,train,2004-10,2006-09,2006-10,101.4
58,train,2004-11,2006-10,2006-11,101.9
